transaction_id,customer_id,timestamp,amount,channel,merchant_category,bank,location,age_group,hour,day_of_week,month,is_weekend,is_peak_hour,tx_count_24h,amount_sum_24h,amount_mean_7d,amount_std_7d,tx_count_total,amount_mean_total,amount_std_total,channel_diversity,location_diversity,amount_vs_mean_ratio,online_channel_ratio,is_fraud,fraud_technique,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,amount_log,amount_rounded,velocity_score,merchant_risk_score,composite_risk
TXN_28387A1D6DD8,CUST_0A2F11E8,2023-11-14 11:38:00,132279.67,POS,Grocery,Sterling,Lagos,20-29,11,1,11,False,True,1,6063.94,507427.59,501363.65,107,179206.2815,483759.1036,6,1,0.033837576,0.710280374,1,SOCIAL_ENGINEERING,0.258819045,-0.965925826,0.781831482,0.623489802,-0.5,0.866025404,11.79268123,0,0.033837576,0.214999865,0.065582762
TXN_4572DD32B69F,CUST_4D693198,2023-12-31 00:04:00,578171.71,Web,Bill_Payment,Fidelity,Lagos,30-39,0,6,12,True,False,1,506340.74,193621.704,157758.6873,107,147259.6722,219326.2857,6,1,3.438397586,0.747663551,1,PIN_COMPROMISE,0.0,1.0,-0.781831482,0.623489802,-2.45e-16,1.0,13.26762791,0,3.438397586,0.829641092,0.35892105
TXN_6CECDE155928,CUST_3D122B2D,2023-11-28 08:12:00,99506.67,ECOM,Entertainment,UBA,Lagos,20-29,8,1,11,False,False,1,27602.99,21458.42,6144.57,98,155100.4045,258562.3927,6,1,0.177967376,0.704081633,1,SOCIAL_ENGINEERING,0.866025404,-0.5,0.781831482,0.623489802,-0.5,0.866025404,11.50799001,0,0.177967376,0.877424404,0.268922277
TXN_F69B7DB991DE,CUST_91535ED5,2023-12-29 06:26:00,274607.87,POS,Airtime,GTBank,Lagos,40+,6,4,12,False,False,1,108207.04,100001.0733,72824.17748,92,132887.4185,177481.6756,6,1,0.814269906,0.652173913,1,SOCIAL_ENGINEERING,1.0,6.12e-17,-0.433883739,-0.900968868,-2.45e-16,1.0,12.52310307,0,0.814269906,0.490394602,0.173175018
TXN_A742A7742568,CUST_7EADA826,2023-12-17 17:56:00,394821.7,Web,Bill_Payment,GTBank,Lagos,40+,17,6,12,True,False,1,123084.46,182962.97,117520.1544,98,145433.1486,204941.1597,6,1,0.846324341,0.765306122,1,PIN_COMPROMISE,-0.965925826,-0.258819045,-0.781831482,0.623489802,-2.45e-16,1.0,12.88619208,0,0.846324341,0.829641092,0.275974707
TXN_5945667F4F02,CUST_9A80660C,2023-11-07 15:57:00,23226.0,Mobile,Electronics,Sterling,Lagos,40+,15,1,11,False,True,3,689163.7,173331.3433,118078.2182,85,165430.3771,287584.9086,6,1,0.140396583,0.623529412,0,,-0.707106781,-0.707106781,0.781831482,0.623489802,-0.5,0.866025404,10.05307067,0,12.49757535,0.369588322,0.140083545
TXN_35B14E34915E,CUST_01437461,2023-11-23 11:09:00,52606.62,Web,Grocery,UBA,Lagos,20-29,11,3,11,False,True,1,152575.09,152575.09,0.0,100,140015.4799,163516.7524,6,1,1.0896938,0.78,1,CARD_THEFT,0.258819045,-0.965925826,0.433883739,-0.900968868,-0.5,0.866025404,10.87061626,0,1.0896938,0.214999865,0.099370161
TXN_9E87DB65693A,CUST_7D3BAD5B,2023-12-11 17:56:00,180716.83,Web,Transfer,Sterling,Lagos,40+,17,0,12,False,False,2,243308.96,108640.7,32590.50213,90,159859.24,298977.4328,6,1,0.554941491,0.666666667,1,SOCIAL_ENGINEERING,-0.965925826,-0.258819045,0.0,1.0,-2.45e-16,1.0,12.10469214,0,3.044020952,0.294540894,0.111098555
TXN_EC3E947DCB3C,CUST_2ABFAA05,2023-12-09 08:03:00,134592.52,Mobile,Electronics,FirstBank,Other,40+,8,5,12,True,False,1,134592.52,95806.5675,51302.35994,93,104238.207,159984.6276,6,1,1.291189025,0.731182796,0,,0.866025404,-0.5,-0.974927912,-0.222520934,-2.45e-16,1.0,11.81001455,0,1.291189025,0.369588322,0.152194545
TXN_04D2BE440560,CUST_62171A07,2023-11-01 15:55:00,4993531.5,IB,Electronics,FCMB,Other,30-39,15,2,11,False,True,1,146777.84,146777.84,0.0,88,257905.2559,752949.0938,6,1,0.569113143,0.715909091,1,SOCIAL_ENGINEERING,-0.707106781,-0.707106781,0.974927912,-0.222520934,-0.5,0.866025404,15.42365413,0,0.569113143,0.369588322,0.129088117
TXN_C7C287C4EF59,CUST_601A843C,2023-11-28 08:45:00,43169.67,Mobile,Fashion,Wema,Lagos,40+,8,1,11,False,False,1,429654.68,429654.68,0.0,87,120148.5237,176617.6689,5,1,3.575999861,0.770114943,1,CARD_THEFT,0.866025404,-0.5,0.781831482,0.623489802,-0.5,0.866025404,10.67291661,0,3.575999861,0.542436434,0.277162926
TXN_506EB1B72CCC,CUST_D6CFB397,2023-11-28 11:06:00,138275.75,Mobile,ATM_Withdrawal,FCMB,Lagos,30-39,11,1,11,False,True,1,61201.87,49552.85333,9678.710891,101,124278.0832,158229.7655,5,1,0.492455113,0.762376238,1,SOCIAL_ENGINEERING,0.258819045,-0.965925826,0.781831482,0.623489802,-0.5,0.866025404,11.83701239,0,0.492455113,0.132291375,0.055445976
TXN_B0F2AB8B13CE,CUST_C12F4BF2,2023-11-30 11:56:00,21395.25,POS,Transport,FCMB,Other,20-29,11,3,11,False,True,1,20759.09,88647.34,67888.25,99,116891.3718,137439.7359,6,1,0.177591486,0.747474747,1,CARD_THEFT,0.258819045,-0.965925826,0.433883739,-0.900968868,-0.5,0.866025404,9.970970952,0,0.177591486,0.440230432,0.137752057
TXN_B420B119ACB7,CUST_E02C8A96,2023-12-08 11:27:00,125984.27,Mobile,Grocery,Access,Rivers,30-39,11,4,12,False,True,1,125984.27,125984.27,0.0,103,156162.1581,226682.7856,6,1,0.806747709,0.59223301,0,,0.258819045,-0.965925826,-0.433883739,-0.900968868,-2.45e-16,1.0,11.74392027,0,0.806747709,0.214999865,0.090315886
TXN_F9FF34744B81,CUST_84FD0EE6,2023-11-01 16:42:00,40853.98,Mobile,Entertainment,FCMB,Other,40+,16,2,11,False,True,2,253944.57,126972.285,115614.075,101,166194.7374,286254.5427,6,1,1.45964249,0.693069307,1,CARD_THEFT,-0.866025404,-0.5,0.974927912,-0.222520934,-0.5,0.866025404,10.617784,0,3.055969713,0.877424404,0.313128535
TXN_4E692ECBE2A9,CUST_43A20A5A,2023-12-19 09:03:00,118829.85,Web,Electronics,Access,Lagos,30-39,9,1,12,False,False,3,404977.52,134992.5067,104475.3762,100,174690.0553,279914.5229,6,1,0.832444797,0.67,1,OTHER,0.707106781,-0.707106781,0.781831482,0.623489802,-2.45e-16,1.0,11.68545633,0,6.954749675,0.369588322,0.14975934
TXN_40E85AE2E062,CUST_5A48B01A,2023-11-13 02:42:00,205837.37,Web,Restaurant,UBA,Lagos,30-39,2,0,11,False,False,1,205837.37,100619.8467,76037.90586,101,124729.6102,151276.0594,6,1,1.650255456,0.732673267,0,,0.5,0.866025404,0.0,1.0,-0.5,0.866025404,12.23484653,0,1.650255456,0.608492831,0.235356024
TXN_BFC6B030E069,CUST_46C79E2E,2023-11-20 16:05:00,85051.2,Mobile,Transfer,Fidelity,Lagos,20-29,16,0,11,False,True,1,50076.72,50076.72,0.0,105,140651.5491,185483.0461,6,1,0.356031372,0.733333333,1,ROBBERY,-0.866025404,-0.5,0.0,1.0,-0.5,0.866025404,11.35102046,0,0.356031372,0.294540894,0.099755272
TXN_788840203D2D,CUST_E5639FCA,2023-11-14 16:43:00,1196883.7,POS,Fashion,GTBank,Other,30-39,16,1,11,False,True,1,38894.52,38894.52,0.0,103,153478.3377,291671.6252,6,1,0.253418607,0.689320388,1,SOCIAL_ENGINEERING,-0.866025404,-0.5,0.781831482,0.623489802,-0.5,0.866025404,13.99523266,0,0.253418607,0.542436434,0.170840326
TXN_3AAA6AAF4AC7,CUST_B5E002E8,2023-11-03 15:22:00,769288.64,POS,ATM_Withdrawal,GTBank,Abuja,20-29,15,4,11,False,True,1,63103.06,49445.90667,16219.25301,95,129744.4207,173518.2983,5,1,0.486360595,0.694736842,1,SOCIAL_ENGINEERING,-0.707106781,-0.707106781,-0.433883739,-0.900968868,-0.5,0.866025404,13.55322282,0,0.486360595,0.132291375,0.055250952
TXN_EE3295093E98,CUST_382DC954,2023-11-03 11:43:00,732933.77,POS,Fashion,Zenith,Lagos,30-39,11,4,11,False,True,2,87820.65,43910.325,13627.015,99,146581.0769,265598.9265,6,1,0.206596268,0.666666667,1,SOCIAL_ENGINEERING,0.258819045,-0.965925826,-0.433883739,-0.900968868,-0.5,0.866025404,13.50481199,0,1.198245405,0.542436434,0.171325309
TXN_EDB58A3C0A3E,CUST_280DF108,2023-11-05 10:47:00,271813.3,Web,Restaurant,GTBank,Abuja,40+,10,6,11,True,True,1,35897.13,32617.325,3279.805,114,171560.1176,308562.6238,6,1,0.209238145,0.771929825,1,SOCIAL_ENGINEERING,0.5,-0.866025404,-0.781831482,0.623489802,-0.5,0.866025404,12.51287439,0,0.209238145,0.608492831,0.18924347
TXN_C216E9BFEA69,CUST_45706D60,2023-11-22 14:23:00,708663.11,POS,Education,Access,Other,40+,14,2,11,False,True,1,160495.43,71047.32667,64318.32011,86,117883.1577,162818.4257,6,1,1.361467335,0.674418605,1,SOCIAL_ENGINEERING,-0.5,-0.866025404,0.974927912,-0.222520934,-0.5,0.866025404,13.47113694,0,1.361467335,0.231290726,0.112954172
TXN_F627FCD2DE2E,CUST_2A3F2E20,2023-11-28 14:11:00,370215.18,Mobile,Restaurant,Wema,Lagos,30-39,14,1,11,False,True,1,370215.18,378850.485,8635.305,90,189507.5712,297969.7751,6,1,1.95355375,0.688888889,0,,-0.5,-0.866025404,0.781831482,0.623489802,-0.5,0.866025404,12.82184238,0,1.95355375,0.608492831,0.245061569
TXN_27346AAC6DD1,CUST_17A3FB94,2023-12-21 11:29:00,1521097.91,POS,Education,Access,Lagos,20-29,11,3,12,False,True,2,147858.08,67632.48667,11852.44701,102,97224.00137,109069.8953,6,1,0.661854452,0.715686275,1,SOCIAL_ENGINEERING,0.258819045,-0.965925826,0.433883739,-0.900968868,-2.45e-16,1.0,14.2349436,0,3.041564987,0.231290726,0.095325981
TXN_C14160414669,CUST_365F73E2,2023-12-01 15:00:00,102087.37,Mobile,Medical,FirstBank,Other,20-29,15,4,12,False,True,1,102087.37,165994.42,63907.05,99,198078.72,310743.2324,6,1,0.51538527,0.717171717,0,,-0.707106781,-0.707106781,-0.433883739,-0.900968868,-2.45e-16,1.0,11.53359409,0,0.51538527,0.121274285,0.052874614
TXN_E75978D936A7,CUST_AC310416,2023-11-27 14:35:00,70524.31,Web,Restaurant,Sterling,Lagos,30-39,14,0,11,False,True,1,70524.31,70524.31,0.0,99,153404.8566,311024.1338,6,1,0.459723713,0.747474747,0,,-0.5,-0.866025404,0.0,1.0,-0.5,0.866025404,11.16372693,0,0.459723713,0.608492831,0.197259008
TXN_4AA94FC5512E,CUST_B9738F50,2023-11-26 22:12:00,93542.44,IB,Grocery,GTBank,Lagos,40+,22,6,11,True,False,1,93542.44,55546.98667,31930.39853,98,158328.9446,228747.1676,6,1,0.590807003,0.724489796,0,,-0.5,0.866025404,-0.781831482,0.623489802,-0.5,0.866025404,11.44618121,0,0.590807003,0.214999865,0.083405784
TXN_A9492D356CCA,CUST_092B2F82,2023-12-13 06:40:00,270137.03,Mobile,Fuel,FirstBank,Other,30-39,6,2,12,False,False,2,167858.01,65608.995,49563.91628,97,139116.1198,269847.7471,6,1,1.047563235,0.762886598,1,SOCIAL_ENGINEERING,1.0,6.12e-17,0.974927912,-0.222520934,-2.45e-16,1.0,12.50668833,0,2.41318984,0.202718491,0.097068824
TXN_F4E5D8A98FE2,CUST_E83A4C8D,2023-11-18 16:15:00,179022.7,Mobile,Retail,Sterling,Lagos,30-39,16,5,11,True,True,1,94122.51,66578.52667,21554.95653,116,157591.3384,295680.0988,5,1,0.597253083,0.75,1,SOCIAL_ENGINEERING,-0.866025404,-0.5,-0.974927912,-0.222520934,-0.5,0.866025404,12.09527348,0,0.597253083,0.180890699,0.073379308
TXN_B5A0BF5A2EBD,CUST_350104C7,2023-11-14 16:22:00,387569.43,IB,Airtime,Union,Other,30-39,16,1,11,False,True,1,874494.61,874494.61,0.0,99,145622.3775,335251.591,6,1,6.00518011,0.727272727,1,SOCIAL_ENGINEERING,-0.866025404,-0.5,0.781831482,0.623489802,-0.5,0.866025404,12.86765287,0,6.00518011,0.490394602,0.339284144
TXN_E89D1A5CA5BD,CUST_CDF251DF,2023-12-30 07:42:00,16566.76,POS,Bill_Payment,Wema,Other,20-29,7,5,12,True,False,1,16566.76,56829.715,28405.15761,101,86212.62505,76294.56024,6,1,0.192159418,0.801980198,0,,0.965925826,-0.258819045,-0.974927912,-0.222520934,-2.45e-16,1.0,9.715213917,0,0.192159418,0.829641092,0.255041429
TXN_A7F59E04E71D,CUST_D948140E,2023-12-16 21:36:00,22134.39,Web,Restaurant,UBA,Lagos,30-39,21,5,12,True,False,2,432163.5,147039.0033,160208.5839,116,139079.0491,242754.1284,5,1,2.672155944,0.724137931,1,PHISHING,-0.707106781,0.707106781,-0.974927912,-0.222520934,-2.45e-16,1.0,10.00493296,0,6.21460091,0.608492831,0.275141729
TXN_708296A9B738,CUST_6144B29E,2023-11-11 09:23:00,16296.69,Mobile,Grocery,GTBank,Lagos,40+,9,5,11,True,False,1,16296.69,139429.4933,91326.88816,107,152728.6134,203923.8103,6,1,0.106702883,0.785046729,0,,0.707106781,-0.707106781,-0.974927912,-0.222520934,-0.5,0.866025404,9.698778659,0,0.106702883,0.214999865,0.067914452
TXN_7CFC4AFA67F4,CUST_9D3FE14F,2023-12-31 09:37:00,258426.2,Mobile,Medical,UBA,Lagos,30-39,9,6,12,True,False,1,49842.37,277882.3967,349363.9461,94,164028.1041,321248.7172,6,1,0.303862965,0.680851064,1,PHISHING,0.707106781,-0.707106781,-0.781831482,0.623489802,-2.45e-16,1.0,12.46236931,0,0.303862965,0.121274285,0.0461059
TXN_177E81EADA63,CUST_8400C761,2023-11-19 14:10:00,7670.49,Mobile,Transport,UBA,Lagos,30-39,14,6,11,True,True,1,7670.49,21466.935,13796.445,100,136185.9015,202969.1393,5,1,0.056323258,0.7,0,,-0.5,-0.866025404,-0.781831482,0.623489802,-0.5,0.866025404,8.945266139,0,0.056323258,0.440230432,0.133871474
TXN_E145892C1556,CUST_385585AB,2023-12-24 01:16:00,146420.86,Mobile,Airtime,Fidelity,Lagos,20-29,1,6,12,True,False,1,21421.84,84676.31,63254.47,96,164680.3702,299532.3479,6,1,0.13008053,0.697916667,1,PIN_COMPROMISE,0.258819045,0.965925826,-0.781831482,0.623489802,-2.45e-16,1.0,11.89424719,0,0.13008053,0.490394602,0.151280958
TXN_1654E906CC8B,CUST_ACBF7791,2023-11-02 12:59:00,175008.11,Mobile,Medical,Zenith,Lagos,40+,12,3,11,False,False,2,99176.08,164222.1767,163410.8334,105,153794.4643,298490.2991,6,1,0.485850349,0.657142857,1,SOCIAL_ENGINEERING,1.22e-16,-1.0,0.433883739,-0.900968868,-0.5,0.866025404,12.07259331,0,1.289713978,0.121274285,0.053537224
TXN_C083267350A5,CUST_6169D3A4,2023-12-17 11:26:00,1456907.62,IB,Fuel,FCMB,Lagos,20-29,11,6,12,True,True,1,175847.37,188834.665,12987.295,107,229742.2554,597867.4597,6,1,0.765408193,0.644859813,1,SOCIAL_ENGINEERING,0.258819045,-0.965925826,-0.781831482,0.623489802,-2.45e-16,1.0,14.19182737,0,0.765408193,0.202718491,0.08530861
TXN_B0B9CFB509C2,CUST_3E161E3D,2023-11-12 21:11:00,68928.81,Mobile,Airtime,Wema,Rivers,30-39,21,6,11,True,False,1,187665.25,93925.51667,67467.4532,91,212569.5692,433487.0245,6,1,0.882837406,0.725274725,1,SOCIAL_ENGINEERING,-0.707106781,0.707106781,-0.781831482,0.623489802,-0.5,0.866025404,11.14084402,0,0.882837406,0.490394602,0.175369178
TXN_1C88C4289026,CUST_3661429E,2023-12-24 10:05:00,176196.75,Mobile,Bill_Payment,UBA,Lagos,20-29,10,6,12,True,True,1,4793.0,11714.06,6921.06,115,158029.7673,199482.1356,6,1,0.030329537,0.739130435,1,SOCIAL_ENGINEERING,0.5,-0.866025404,-0.781831482,0.623489802,-2.45e-16,1.0,12.07936222,0,0.030329537,0.829641092,0.249862873
TXN_2C690E397251,CUST_CCD4EBF7,2023-12-29 08:14:00,213916.29,IB,Entertainment,Access,Other,40+,8,4,12,False,False,2,584121.5,197086.98,142171.8055,107,163083.5701,257852.5575,6,1,1.44079541,0.700934579,1,SOCIAL_ENGINEERING,0.866025404,-0.5,-0.433883739,-0.900968868,-2.45e-16,1.0,12.27334472,0,7.163418338,0.877424404,0.32077802
TXN_6E740A6F20A4,CUST_F9A6BEED,2023-11-01 17:14:00,52910.05,Mobile,Retail,Wema,Lagos,40+,17,2,11,False,False,1,259132.72,139040.78,120091.94,107,286848.7859,1015608.312,6,1,0.903374284,0.682242991,1,SOCIAL_ENGINEERING,-0.965925826,-0.258819045,0.974927912,-0.222520934,-0.5,0.866025404,10.87636748,0,0.903374284,0.180890699,0.083175187
TXN_7358931CBE22,CUST_08F69FA0,2023-12-03 10:01:00,20108.65,POS,Transport,UBA,Lagos,40+,10,6,12,True,True,2,68589.82,34294.91,14186.26,105,162053.0684,243234.4501,6,1,0.124086055,0.638095238,0,,0.5,-0.866025404,-0.781831482,0.623489802,-2.45e-16,1.0,9.908955078,0,0.846505375,0.440230432,0.137484722
TXN_A53309EBE3BE,CUST_D0BB8C42,2023-11-06 13:40:00,6571.9,POS,Education,Wema,Other,20-29,13,0,11,False,False,1,6571.9,86544.20333,112328.7001,94,142835.4837,195314.9091,6,1,0.046009954,0.659574468,0,,-0.258819045,-0.965925826,0.0,1.0,-0.5,0.866025404,8.790710414,0,0.046009954,0.231290726,0.070859536
TXN_6CDE5F23308A,CUST_6987D9AD,2023-12-02 16:36:00,53135.74,Web,Entertainment,Zenith,Rivers,20-29,16,5,12,True,True,1,53135.74,155600.86,102465.12,103,185609.057,390295.2683,6,1,0.28627619,0.689320388,0,,-0.866025404,-0.5,-0.974927912,-0.222520934,-2.45e-16,1.0,10.88062387,0,0.28627619,0.877424404,0.272388159
TXN_EF1E7B963868,CUST_319B0D1B,2023-11-21 13:12:00,738019.61,Mobile,Fuel,Zenith,Other,40+,13,1,11,False,False,1,738019.61,231423.08,292981.8053,91,117553.6871,148280.2666,6,1,6.27809599,0.747252747,0,,-0.258819045,-0.965925826,0.781831482,0.623489802,-0.5,0.866025404,13.51172703,0,6.27809599,0.202718491,0.261714619
TXN_F3C33E5A7C68,CUST_DEB3F214,2023-11-15 14:04:00,204316.33,Mobile,Restaurant,FirstBank,Lagos,30-39,14,2,11,False,True,1,14000.54,216566.64,306949.7331,106,144234.3377,225093.9765,6,1,0.097067336,0.70754717,1,SOCIAL_ENGINEERING,-0.5,-0.866025404,0.974927912,-0.222520934,-0.5,0.866025404,12.2274296,0,0.097067336,0.608492831,0.185654004
TXN_9E347A601F40,CUST_A8A0E02C,2023-12-03 07:53:00,14408.21,Mobile,Entertainment,FirstBank,Lagos,30-39,7,6,12,True,False,1,14408.21,68752.44,37311.77835,100,104899.151,142939.9963,6,1,0.137351661,0.62,0,,0.965925826,-0.258819045,-0.781831482,0.623489802,-2.45e-16,1.0,9.575622864,0,0.137351661,0.877424404,0.267622575
TXN_97D58A931614,CUST_DE14DADC,2023-12-04 01:44:00,72625.9,Web,Airtime,Fidelity,Abuja,40+,1,0,12,False,False,1,72625.9,479900.135,407274.235,108,127014.2513,190208.1558,5,1,0.571788815,0.740740741,0,,0.258819045,0.965925826,0.0,1.0,-2.45e-16,1.0,11.19309066,0,0.571788815,0.490394602,0.165415623
TXN_D277ECDE1E18,CUST_66361B97,2023-11-11 11:17:00,91484.65,Mobile,Bill_Payment,GTBank,Abuja,20-29,11,5,11,True,True,1,91484.65,299243.8567,315149.642,98,217881.9854,504628.5401,6,1,0.419879734,0.683673469,0,,0.258819045,-0.965925826,-0.974927912,-0.222520934,-0.5,0.866025404,11.42393741,0,0.419879734,0.829641092,0.262328479
TXN_A22A60418E33,CUST_191E88CD,2023-11-08 17:48:00,123633.38,ECOM,Entertainment,FCMB,Lagos,30-39,17,2,11,False,False,2,181172.61,222210.45,237454.599,82,146268.1602,210144.1756,6,1,0.845245709,0.695121951,0,,-0.965925826,-0.258819045,0.974927912,-0.222520934,-0.5,0.866025404,11.72508394,0,2.477249609,0.877424404,0.293539192
TXN_DD63647958C2,CUST_785F78C0,2023-11-25 10:14:00,103787.11,Mobile,Airtime,Union,Lagos,40+,10,5,11,True,True,1,13340.91,20512.82,7171.91,101,136428.2419,243739.7357,6,1,0.097786294,0.673267327,1,ROBBERY,0.5,-0.866025404,-0.974927912,-0.222520934,-0.5,0.866025404,11.5501067,0,0.097786294,0.490394602,0.150247542
TXN_404AA24098B7,CUST_DC228A04,2023-11-02 15:03:00,204129.88,Mobile,Retail,FirstBank,Other,30-39,15,3,11,False,True,1,204129.88,187647.265,16482.615,99,170385.4398,246544.8504,6,1,1.198040644,0.606060606,0,,-0.707106781,-0.707106781,0.433883739,-0.900968868,-0.5,0.866025404,12.22651664,0,1.198040644,0.180890699,0.09260451
TXN_E16C14273AC7,CUST_573F7ABC,2023-12-03 10:13:00,101277.93,Mobile,Medical,FCMB,Lagos,30-39,10,6,12,True,True,1,101277.93,236438.3383,170663.142,115,136592.5743,174912.5598,6,1,0.74145457,0.713043478,0,,0.5,-0.866025404,-0.781831482,0.623489802,-2.45e-16,1.0,11.52563367,0,0.74145457,0.121274285,0.060108832
TXN_C282C259DADF,CUST_67D6E1BA,2023-12-23 12:39:00,75747.61,Mobile,Electronics,Sterling,Other,20-29,12,5,12,True,False,1,41585.79,126112.704,105680.3723,113,167177.1412,301868.5652,6,1,0.24875136,0.707964602,1,SOCIAL_ENGINEERING,1.22e-16,-1.0,-0.974927912,-0.222520934,-2.45e-16,1.0,11.23517537,0,0.24875136,0.369588322,0.11883654
TXN_643FF6AE3997,CUST_6CBFEE6A,2023-12-24 10:00:00,39434.0,Mobile,Electronics,Sterling,Lagos,20-29,10,6,12,True,True,2,108463.33,54231.665,16702.435,94,177647.6737,293562.2741,6,1,0.399294284,0.680851064,1,ROBBERY,0.5,-0.866025404,-0.781831482,0.623489802,-2.45e-16,1.0,10.58240903,0,1.221099237,0.369588322,0.125297524
TXN_B2D934181E00,CUST_39D84501,2023-12-17 13:47:00,111522.31,POS,Education,Access,Other,40+,13,6,12,True,False,1,111522.31,85470.65333,49581.21499,100,135255.7756,193118.1053,6,1,0.824522908,0.71,0,,-0.258819045,-0.965925826,-0.781831482,0.623489802,-2.45e-16,1.0,11.62198891,0,0.824522908,0.231290726,0.095771951
TXN_1EA11764563B,CUST_CC06D2C9,2023-11-04 10:23:00,411453.69,Mobile,Airtime,FirstBank,Other,40+,10,5,11,True,True,2,314766.29,157383.145,14651.925,107,168372.6483,373973.7675,6,1,0.847705216,0.635514019,1,SOCIAL_ENGINEERING,0.5,-0.866025404,-0.974927912,-0.222520934,-0.5,0.866025404,12.92745418,0,3.738902057,0.490394602,0.180027341
